BT0001,HC05 Bluetooth para Microcontrolador,,0,$115.00
BT0002,HC06 Bluetooth para Microcontrolador,,0,$116.00
BT0003,Hm10 Bluetooth para Microcontrolador,,24,$199.00
BT0004,NRF51822 Bluetooth para Microcontrolador,,0,$37.46
BT0005,OBDII Azul ELM327,,0,$179.00
BT0006,Bluetooth para PC,,15,$40.00
BT0007,OBDII blanco,,75,$179.00
BT0008,AT09 bluetooth 4.0,,9,$150.00
BT0009,Bluetooth XBEE HC05,,0,$149.00
